cust_id,customer_type,parent_company_flag,CUST_GRP_ID,BRTH_DT,language
4cb4ec58fbd7f15142689b36d88640b205aac40fef648d7b30a9f0a894bf20d4,SME,1,,2015-2019,EST
39d3c91371ac502638a131cafcb03a00e6096f8ecee14788b7d473387ac160a0,SME,1,,2020-2024,EST
5c17d696e679b74bea4382d80efc6397962829a0fe257dc2de3e75f769182d5d,SME,0,a807e2c144b6079951820a37c0cb8e7987e4602b767dbfa35ae97bd1bbe6f40f,2015-2019,EST
cd2c0d669e7b5c840bd2a84965191174f4ebad6102a949fe25a647c3f79b10fb,SME,1,,1995-1999,RUS
2a17f61ea548f69f4051a69df761aa2b0bcb5daf79c3a77bf68a78522b07d3a3,SME,1,,2000-2004,EST
d0f8ed7b0e93bcca5ce31b73337b2fb777b1dd959f41aae2dc88f9f62a2fd5cc,SME,1,,2005-2009,EST
683b7c2d802963529d555befc3a88d1a32fbacb18fe8e11cd61dd211510b4ce1,SME,0,08c5310e79d56b8ae4d52dad75d0dee3283f43f2f9b12f76620302eb18a6d749,1995-1999,EST
22b251308d98954be0e5e78759818a0acc0c2efdd6d798a36a5acccc674458e4,SME,0,52f75655749bb281f247af960b3b6258dc7bd79723565f2a3f18ff98fbc8c533,2015-2019,EST
5fb5b0f3477da81075f9f2dde4a766205b0cc5262e6553d9c66a18730371f349,SME,0,aa472ae408aaf61796250b4e2226f40ab1bd14dc1ec50504b6b8d3132ef3f541,2010-2014,EST
e3b0ce7cfe37433394b0e7fa16b752fb3cdc89714b5ad2ab5e87e148c6929375,SME,1,,2000-2004,ENG
3d1bbb714fb21d7d10189be85016e264aeb4c7c0979eb2b5a3bccb0746dbfff5,SME,1,,2010-2014,EST
68b093c95ea0b8572782599f39a42ed3cc91f10aebd7e182ccaf323ac5868de7,SME,0,e209fbda7f1f48a1d57cb2c8990f06cde849a5ff3211fab925260a1d8c8dd7d9,2010-2014,EST
a6d1c84416de5e7fab9aadacbe8d4775d5a09075fac31c26c7cb4c73b61a027f,SME,1,,2005-2009,EST
d89c341eeb34d10417121f6f96f5ce20c78446167967260da48ffb798192b330,SME,0,da018cb0ad717fedb0add3c38e0f8122ef0b00cbcfcbd83f69aea288887ffb3d,2005-2009,RUS
77f97d5f6c6487c20e3817bed9cc86b987c1cd07629712002880aa47079c4001,SME,0,35ddb3c330e57ff0b6808f5396f233e6340c7d21f4ad5d1e9f3973e430b9e104,2010-2014,EST
077a594f95f91e0ce89566885f1334d9e014b77fe94e23d91d517ce24c3a212f,SME,1,,2015-2019,RUS
b481032b14f6254d73e647bf402c55add3196b363c9ae29593f8bc0ed30b8e4b,SME,0,97d8f79c6bc926848cf48a28774424231a0bf3090c8fc7a418c1a915b241ec45,2005-2009,EST
f829267789ce9beb333cc631809e44252e71f9d1dd2dfadf8268b192b9850a1a,SME,1,,2010-2014,EST
54c5bbd5b020fe264fe278e6003aea2ab97f480e09f0d7a1d9cadc7b6caf928a,SME,0,0f00f61ce024533d12ff82d979846f95c7b3d01ffb3c8d42ee44c416a06ef41f,1995-1999,EST
dc3ff0d115f8988f99838d80597ecb8682ff7320efce65b803c584cba09af57f,SME,0,c9e47a899e0a26f0b16307813a635bbbb5bbf36d6681e943f48dec482b4cea74,2005-2009,EST
172ae61b83dcb2241bc00169107fb24d0d1803f5f8e57a0e36ed3ccec918aebe,SME,1,,2010-2014,EST
d7cdc150a51706b347ed1be433ac4cf5f377f38be76483bebc5cbc6043891b4e,SME,1,,2010-2014,EST
b9e2da40bd9478292efe71e48877d794113af8d8d29a5f6f0540744e87eafc88,SME,1,,2015-2019,EST
5c296348921d632d08dacaaa4b724d967b241e8267c5af941e0e2b8af8b44425,SME,1,a13d13d62d6f5fe3fb6eb9c3ce0b54e639e085b78363332fdd07484b8a4fbce7,2010-2014,EST
39f55647a342ee64903d8e7bedb6ec2a7cf22ab6f9cf970d270e8e0d0ab5d362,SME,1,,2020-2024,EST
726d8c69b840c67874ecc2afe43ffb73a9d18e5fe179e28803d8b93f3294002e,SME,1,,2015-2019,EST
2e62123eab6ce6a315c736ee80906af37c694f2428ed48ed80b6fe469a40ea0b,SME,1,,2010-2014,EST
a56b3fc48e14d4aa3ccffb1a92904b226f67ca6f42a896ec99afd21a9b2ec1b2,SME,1,,2015-2019,EST
af8423de6ec2fc18a0b9cb65cfaf8e488be6434e4280682a0565d62fcebdc696,SME,0,1aa32bac35fc6de798ed84266886947b9703105f47fb22faebdd77599498d7fa,2010-2014,EST
3b3ef2a0a093392a22e2d1d88640f8fb548105b7d6b645dfdcea557d2fe7a786,SME,1,,2010-2014,EST
99be8d0feb26033a41bf6979681244f4dbc1b4d163d0a4b43f6ae539aa36b788,SME,1,,2015-2019,EST
38ea5c63ec46f626d510be7ab4246ee08a7dcb13d7344c72a34db328a88b06ca,SME,0,168427e00053657623db6be4f2b1a4d7a590c6a893de10886ae7935c0029fd57,2000-2004,EST
2f878a500974e878662ddde8524b1da22397702c77745c3884510b3a007d6584,SME,0,c2678753cffe0fe50f0faa06a6bae4ace9a1a90f7c12e38d9347f6da5d72af7f,2010-2014,EST
ee3c16e8a657d0d3df2fb603ea6766fc2b0033e408db9d5f5ce04800d303c66f,SME,1,,2010-2014,RUS
f9fc6260dc245cb89875794c58b72bf5a73e413a0b7275483a15f9dd145a4e81,SME,1,,2020-2024,RUS
82caf9b34d055eacaa77a6a2969fe76139f1fc1987da616a54f9bea11d6f0bfa,SME,1,,1995-1999,RUS
25d6bbf8d3b0d4f4c65090add716aedea721fafda2ba66f669adaf738f748fdc,SME,1,,2000-2004,RUS
3798e1c9f85c93521dfc5615c37329e66308aa07f8f75ef6d171ed181ccfbc3a,SME,0,9142ae7288936aa33c94d12358c5dfb6a3a7f77bac01567d1de5311baf6a4209,1995-1999,EST
df288076b96def17b4a6275ff5290ffe5cdec6eaec8084b412482d5f5a408cb5,SME,1,,2015-2019,EST
262f3eebdb1257d396bd0c9d7eb668fd8901bb8631e75a21498d7a8021451679,SME,0,f3314f9430277cfd0359e1936d27c013ec389a64e80f4ca1e6e5476cddaec0b6,1995-1999,EST
65742d6ec9793a889df5a41806d1196581dcb9d03bfa35b1376b48da0119250a,SME,0,0b37ecda7ab7c336dedeadf3181c6981fc8a3ef7cad542daf2902f363b491951,2015-2019,EST
fb038b6412316f406fcf787918883ef86510bb2e7a505adc04d05c9877e21db1,SME,0,44128a4017e18d781a9321cfe2c1598f20ff2a4033b3edb028c8ba1b7975bd01,2010-2014,EST
4a5e5b284619258fde148abb34c5f424006314487be37d0054fc7517474002f0,SME,1,,2010-2014,EST
39ca5d7f80c6a60806a5f8260be637045378e4c809478d14d37b3de916aa085b,SME,0,3cf5bdde04412aab23e7728863760751f7b06e7f6845272d1e9a323b8ce0e0f6,1995-1999,EST
c6eb89f343e8692fef5b07693ce9976cdd16f949ba1da6a48e4c5a167faca811,SME,1,,2010-2014,EST
bb8f904dd634fcc9517afcf01c29df235c47b2de300f2b12236f1b57748b857c,SME,1,,2010-2014,EST
af84ceac89f3a1f61e5d6c8f51164f7b3aa657fd36e92fe8140229ad186fad36,SME,0,,2020-2024,EST
a06119e565aa8b93c435cab6089fb7dc14ca81a093de10141d70206669869d32,SME,1,,2015-2019,EST
b2ce3820aad3d36a10b2d30baac191dc03bf5cee74a646a297a2dfa986594ccc,SME,1,,2005-2009,EST
a51bf083a08f3937f9fd98924df2193b50f8ec378ddc33ed56b438ab1c1ffc6b,SME,0,304b79077cda6bce5fa7b401e8b111054cec1684e00d5ef35218093e35394908,2015-2019,EST
190be9826eb42de674028890a135ed4cf96f2e61622d3b43e3d32beb60163d42,SME,1,,2015-2019,EST
33269ce66000b85c68d4c0c25401b7b0409c6925e0277e98828a5e8637ee5069,SME,1,,2015-2019,EST
4f240eca4be3a41fb3795dedef7c78e44619b8387f17c6545eb1a69fc296814d,SME,0,e8202c79bfcd2f13a68b0bcc4e7ae3b1482a10d6eddc5b97284d87a6a2afa232,2020-2024,EST
cb2256df40101acfe2100947b8c0810cdb0350969a566b70a60c3e712e0e76b2,SME,1,,2000-2004,RUS
973235673dbc57b24b2637bef88b305c0f435ab54a0ee5cc3a851a5e809bbcfb,SME,0,cb2c63cdd5c7e129517b2d918bb0279708ac85c7de29c5611bd02790dab52508,2010-2014,EST
13ede5dacf8cc1983359c9d1057f7b98e43575a3caa03fa6d9495ef8e8d5bf3c,SME,0,edcb3b3f49f070d873431ea66884097834d7677f5de6093ee9cc013b485f5a52,1995-1999,EST
e5b0534677bfd5862fa0aa8979d7e0ea6d657c1b41da5d43729d7d2d5565e43d,SME,1,,1995-1999,EST
72cd93dafbed39194d082417e7b521daa8c4742df30bba7571bb68bd703b03a7,SME,1,b2d358e5609f8ed2f874a1e02c41fafdfa1d34cd8465329c15f07b14f33fa684,2015-2019,ENG
38744c4bf180ea82a9ce3ef91d916641e3c32b13151f1aec3a1806ac43b4d97e,SME,1,,2015-2019,EST
8f9ce9349aa502edc2b6591a5cca34882effc321b7cd594ec9eca7a19fb9a7df,SME,1,,2005-2009,EST
213954a19b3e9bc7a142e606cf8676f51d526a78189ba6cb9bbb32360c094b71,SME,1,,2020-2024,EST
9fe6b4fc2f6046267b2ee117213ca1b892079c23b2e42b41d7efe17a08ecf4fd,SME,1,,2020-2024,EST
4c6fca567e14b974fad36131ba82ad1d5ecab2e693e2c9ce4f6abb0b6b2ff87d,SME,1,,2005-2009,RUS
8a50127da97ac4cb512b4baa53661ef545a6d0c592427549e441cf7504604237,SME,1,,2015-2019,EST
ca856fbf707d135f14f6d3688bbdae730b46ba041e2ee56ff93b47c921de3e5e,SME,1,,2015-2019,RUS
363271ae3d77532ab92863eec06854c74798a1ca430fb24d03bc3b94f79a8670,SME,1,,2005-2009,EST
8f41c1c4b09761bc6fe0ec9bcbcd962d992e05f0d5820e5c262bf24b40d5ab14,SME,1,,2010-2014,EST
148a399f8b936d0c39a728d27b26b0b54f481fdcc7b963fb8434c356d1bc9f34,SME,1,,2010-2014,EST
2ec5346341c14e4cc4e846ae3e831b736bbf115e2ef0d9bba79a971557aacd82,SME,1,,2005-2009,EST
d5aab3aba3ee4b642bf520aca1df754f3d5e731b76a60a50e9534039c3272602,SME,0,8e1f4f9823765b70c987def118fa2c74fb25201b06964857000d4fdb086d30dc,2005-2009,EST
1aba6a9eb7596c599ee2880df8181571db03f9ec15d05dc2a360a234f7cc89f6,SME,1,,1915-1919,ENG
aa4ed96005bc6e382402a002c3f7227b7121a4437cd3fcbbf87bce837136e4e6,SME,1,,1995-1999,EST
a09995e3807b797c68432f48230ccd65c475c5ad2feb84d5a4b07c8760f5b783,SME,1,,2015-2019,EST
1936ddc68ec81706e6c601ff410d0ded891c4d3f647148ab22376efcd71b0e72,SME,1,,1995-1999,RUS
01964c2a2101c91f297b2b3685320cbd5bf62192a0d28e62ccd80d1f2ba09482,SME,1,,2005-2009,EST
67c86aabb248d149c1ed51978b5a8d8deca83e8ca12d33f100372b0bbdd90454,SME,1,,2010-2014,EST
8c779db1e4e693c0775cabd2ec65f5ddd1b939b3c2e193f3a478832d0519f0d5,SME,1,,1995-1999,EST
5762aab0bc1fd5c94d5ae56a2670de27916bdb04a1e94401a7bb4f6ff09a237f,SME,0,54a15e2a6f1ca8ed74311d80590ed648b05a73464722e47193d56539f1afe271,2015-2019,EST
7b4104024a3101782d077c6b5c1930ce7b6e88170f7be61dfd5eb3f2ebdaf087,SME,1,,2015-2019,EST
bad19dca4ddb9148ace373ac328b33a1c8d73f8480664f7d722fe8c7ad23b1e0,SME,1,,2015-2019,EST
fe5a445755f5a2ed2edcfca40c0f6d638f2f26fed6f57f322d77363787cedac0,SME,1,,2015-2019,EST
ab27fe1d10bbc3e81f0566fdc56a9c9a5a9600496f003f45f6bb74c7f9032c7e,SME,0,9f9ad5dc43b95e86bc4a5ca491d9cbbcc23ed2d51af38ff2c87c60d47e3320cf,2005-2009,RUS
fce992840d0516e3f2921a2fcd196cf9108823309d2ec42133f66d4cb1704222,SME,1,,2005-2009,EST
4c13a713fbd3e89ca7e593acf06d09fccdf2b711bd4cfe55ae32a06707f227dd,SME,1,,2020-2024,EST
fe51c662bf1a329d140286fb9c4e769766ad4a6306251dba54fb5642b8147449,SME,1,,1990-1994,EST
8863b5e312d40bb14b56584022063d595a158a1d595f9e636e8ebdeca2f5a5f8,SME,1,,2015-2019,EST
c7010b89d5116f0911b4f511c1caee9547dcc39380242ef27ec1e81f166c1a8b,SME,1,,2005-2009,RUS
5d55b4e066e58dfa3839e3ceaa6106c4821006fe662a9c6fabdd87840a0a5633,SME,0,f48e2a7d9320be9411745a0ea58ffc126e678f9118aa855bb5a7ddc9da0ecdd0,2020-2024,RUS
d42b26aa01c62f5b96a298b0d1a333e0d7141a97d49d1af2db7be0df5328fc3d,SME,1,,2015-2019,EST
f49637d9d81bf1ce50225b6a8b163262b9ecdb336d23b1f8ccff0f81ac0a9651,SME,1,,2015-2019,EST
fbadd0a2f2fd7d036031ead7d8b66f95c337fbb14fda8ce94741bc59e5488754,SME,1,,2015-2019,RUS
065eeb5d19acf383988976cb407fe69cba09c1616f9618e280a03fea626d6cd5,SME,1,,2010-2014,ENG
784eeecbb2c4f3c1cbd884832c20b000fe0f9a69510605ea78ee85be91ac51b2,SME,1,,2005-2009,EST
6fc7d914d592550b938f6594fd609a1643931494ec261fca1b9c2d19908db19c,SME,1,,2010-2014,EST
25e4eefbb3f8e8b0f0577bed172a084802edec1ec37c5ee4b5aa183091cf2586,SME,1,,1995-1999,EST
09953e8157b4579ba2f1fe5e5df29a15644028ecf71c992eb6f110becf7589aa,SME,0,d659f679ae07df7e60046d25fe580545e688d72605142c1ef252a171282a4705,2015-2019,EST
d207a7d7e23ba6ba5c469be9f17e4e85fcfb1a064af1b728183d5dbdefeb5370,SME,1,,2020-2024,EST
1e15d38fafba30ef9d306ac15980823e8f871b3b2d253337f8f81c7f7a6ef87f,SME,1,,1995-1999,EST
4048ea986777f54bb2839d059bda9d96ec49c21ad7d2d0e50b9ed442789f21c5,SME,0,c7f539762b99f259b1af58eaa0e13ba8d206ff6996c73cd294cb0de32a022638,1995-1999,EST
116e72d762232c45549b9e4874d962b48b086133e1f540c0bcdda6c0d8fbbe1f,SME,1,,2010-2014,EST
2103637db6f143fafb9c70e11b740c9d7da2a03592a9a78a181bcc6bdebe923f,SME,0,2fb8c702a686a7fa0f6b6a23c43538fa9b4e36464c85b97022a8951a9f30df42,2010-2014,EST
d067efd82d853035bcc85ed52ea3f25fdcf287c2f9e89e835f8ed6a21d17fe7a,SME,0,882bcac7f7791498b93ab44d9f7ea52cff77a7614f451be433e62e6f941a8795,2010-2014,RUS
2f65632dd79969fcea16f9713fecd55754842f1fc315fc0a88427fe810f4d06a,SME,1,,2015-2019,EST
0dab1c3598830cc3627621aeea766aaefed8163e51a1b3b26c57a82359d42064,SME,1,,2015-2019,EST
6af12dc7300734ea3a7f0bc8359bac366a4bf761079c5cb20015c31c1469d429,SME,0,dd0683ebcb5e3e8f0ba2baabc327213761526cc74076079a574b1f4d76c3c03f,2020-2024,RUS
c2f1c62c3d97afba8df3efa037d74f34019a6e6d5b8e09f6e331d471e6fdd519,SME,1,,2005-2009,RUS
ca74f0d636efd785dfa174316368bf328f35516d9fbc7376ddb26809338f5c14,SME,1,,2020-2024,EST
52d98689526bc43609806d7fa0b67bfc63d67813b904b5507814bcc7214c7ad6,SME,1,,2015-2019,EST
abe156823a637f1d50c5522a382f5f9bde6025cd07e4113662faf3ae7464c72f,SME,1,,2015-2019,EST
a7bd79c620481b3258cb7b5e6f74f68acfda970839147ad33d468c52c57f1ac4,SME,1,,2015-2019,EST
df2d084eb869b3930e299f26f9d42b045116e55bf9109842f07233af7e600ac4,SME,1,,2005-2009,ENG
a86373897d4dae8db900a5e926ac0e30c789d610e9816ebabde3060b5bb5c1ce,SME,1,,2015-2019,EST
b47c5ba506043d22336d006acff93d453a705ab796728937a1ba756c71203a73,SME,1,,2015-2019,EST
55f7456c6b0edbe15b7ccd220eebde306c77b14f3a2bdfa99a1ba29be93d4a6e,SME,1,,2015-2019,EST
e1d1fd8400564968fcec84383d7feeb3015e41e7b2ebd00159748be559ea0bfb,SME,1,,1995-1999,EST
09f5862aeb266d1058a87686407a74843a6a6093755d7b08c8660c9c752214da,SME,1,,2000-2004,EST
835cb79f152b38bd1ce1127edcf84b1799dc44970609a3b09486f930a0c625b4,SME,1,,1995-1999,EST
47cb7fe2c3399b88da7fb94d4c68bb399265c169e2f32b584a5869f9b6e8359f,SME,1,,2005-2009,EST
ec9345d13b88634091eea8c5fa84a492d7732cc27d82f65068e88aca87a74ed3,SME,0,210e8b9c4281ea78fe2715a0cc4ae55e314abb20ec3fff4ba7eed3b2634aa9cb,2015-2019,EST
a36bfdb5b3a7e7f84b339d658cec793609c92b7325958090797014370a954d77,SME,0,57e90ba74596de708643be3ec0f6151c8c23cffb4e131d12ab68c26f5caef8ff,2005-2009,EST
8f601038062ff25285c9f0c97179916acb4c1580c452183cae1e3cd0b4f899c8,SME,1,,2010-2014,EST
7f546e4d9963a80997d7f503005bbf4f7d8130e94448a1b15c04ebb74a336aac,SME,1,,2000-2004,EST
aa4b674b81196a515f36fbe7d06947dc620d7bc2ce266f49911eb41f1936b762,SME,1,,2010-2014,ENG
964070fba85c87bf211ec21b68f42b41eb64694732197876a261d22299ac9ab2,SME,1,,2005-2009,EST
3daaea6536573af37f1a92095f8e5e4d4a4baa8b85db00e49976c80ed390b0c3,SME,0,08f6bf001f0039369d39e670a2535333598a9242578c88bd813120b23b23c2c9,1995-1999,RUS
f905bac869f2203494b5241f2fa28690aab9f1682593a9c74b785f36627370ab,SME,1,,2005-2009,EST
5e7f00cb3d169212bb140c52a933046ca73c6e6098c885e933fff8fa89f1d2c7,SME,1,,2000-2004,EST
5f6aedca7343730aa295106e563192810df21cdfd5d1767b54bf5f11c32f7fad,SME,1,,1995-1999,EST
d8fc69ce147b00147a7b1200b980e2c7ee069dc948e64f83c87bcbcbd6ef0ef2,SME,1,,1995-1999,EST
7c3c925fb251763d2ce2cfa42f7d1b5682aee6fb95f6b93ddf827c2e64a1a7b7,SME,0,4207041edc9534b942cc6324e0277d76333140e4d35d73498e759ae4b450c13a,1995-1999,EST
60ce540a843c23f720f67e790f3fa6243198cf0895a51932b7e259a7c72ee647,SME,0,91ad2b884a3b879d10bd6fee8d44ad2885d6698c4a4caed7807be6da462f0d3f,2005-2009,EST
060849649046ee2a70f680d4cb22f95e954ace23967c1f25f6744911ff1c76df,SME,1,,1995-1999,EST
10fc0fe72e79d3c78272cd1195363c1884b78663fd1ec1bb34d89fa9564af9a1,SME,0,db2f53f73f472d2eb05e7f6e33b63006719a80adc5499e36889a7b4f0ad0e0f9,2010-2014,EST
cc59c025d2c17c1c17297146e4a13579ecbb81af3cea3c66f7678fe5f6b62252,SME,0,f8b9c32b5e20c5313b22007d2c3a2ebc9d034c63e371b910c8da545b6c0e12e4,1995-1999,EST
adf3b0784854e5b098943d53b6e044652710a241ee813db88a8afa36e48016b0,SME,1,,2020-2024,RUS
732a6a6594f9a60278e37893d1bed9542d49652830ddf70d7765feac97094347,SME,1,,1995-1999,EST
62cd5c96a41a514d1eaac2340347ddd4a7f932d5bfafd3d0ebafbdd890298509,SME,0,c51ac8d5a60078c59ad2411e140eaea39672185f74e4c7aca25fcbb1629851b3,2005-2009,EST
3eb39de32302216f604f42bfea4d36fbd26be370ca105079e7221ac486c82c73,SME,1,,1995-1999,EST
9a836cfec757ebcb2e1ac5a94df488a25fdcc1b558857f8d008454cc72d06b02,SME,0,fca201884ca031e17515a033852b78c322ab62e9391a6e936d1de624cabc1d61,2010-2014,EST
6b31a73094cd515a8b4c87cadea8097bc04a930b3da481c1974a22186c392df1,SME,1,,1995-1999,EST
fa86976f5f12ef9845ef95a2eda3214a7a49c12906d7cc91b810a6e1db6be65a,SME,1,,2020-2024,EST
fda1628d1592ce9c9309e6d11b6b5ecac1b24fcc6227e9189739da581dff2bd3,SME,0,e520b08568c9e8bb90bdfe348067f8ef12399b40c174909bc684b947511f8546,1995-1999,EST
5dc5771257ee0d069de329cd503f58f607c1aeee0e1002b126eb498e0c3d05c6,SME,0,0934c8ceb572e53fd78b49e9c1ad53e0384258b2f07361d984d95a66bc33139a,2015-2019,EST
0d47d18c49dac11fb7c9936e9a16ca11494a77d1a210e5f1e410f6353f6915b7,SME,0,2a629aa9fa961bf5aba2cb4e4bbbaa3508227fed0398c653a73f8e04a3cb541e,1995-1999,EST
abbdfbe6fed49f1c722a0708764293154e8976a1a6c01e88d137ac50951b174b,SME,1,,2020-2024,EST
9247dc3a65e3f20efb4833013cba1dc692bf655ce8f2139154f24dcdf2cfca74,SME,0,ab418c1ec4a9aede4f9f06a80ad8f0508ed9c6c8f0cfb71b139f2aaae6b1cf6f,1995-1999,EST
7866c121215bd75bf60498748aa127a52aa6b82d03c8938c685e53a6e55db04a,SME,1,,1995-1999,EST
4e8249b09d45e9f13a7a1728e867ed36c6d9df65f292c3438f97f719c2a6f49f,SME,1,,2015-2019,EST
c17617fa89a9d33022b4b914a9e83b61503aa786ba7ec3337e6a667768e5194f,SME,1,,1995-1999,EST
d7b0a1793b1df288b8a978e71fb63be339db8653269d1878a272a06f19b760d3,SME,0,f659f19f89a2a99852a009289277c11d9049b322720448a85539fd22082a130d,1995-1999,EST
dd4d932c949eacae8d2061d15e75f743bc3f0e7ed2d4484cec1bae7e8e98757a,SME,1,6a10d3ecc3fe3a168d4e2ec43ae6216a04ada96dbf497b7b1950f7f2a804da48,2010-2014,EST
5ddc47f9f410b759119743ecec7c45088af32ea9a68a86d8d7780da2e4dc1ee0,SME,1,,2010-2014,RUS
bcf0f1e1125d73c1401930b39279833e8b00a77124e927129b05350e67c0fa8e,SME,1,,2005-2009,EST
24b0b16d9ed324136a951a4a5f628b7772ddd29efefff170aee5501e7dacb855,SME,1,,2020-2024,RUS
ba1e0fff07cc2e387c2089c05b7d0106b7e888643453349bc225fde38f1930b7,SME,1,,2015-2019,EST
8fa9a5b1b43153ed711f056e671c93ef6ab07aa42a2b3fb80e66e06482ee2958,SME,1,,1995-1999,EST
fedd8ec9267c5e537ccd33cc9aae6690be53e336df5423016d9dc5f9364f1f0d,SME,1,,1995-1999,EST
becef3f7fb67bbca4d11485581025be3e929ae6f953a5d5fd3df989fb8bf27b3,SME,0,1bb05d3500a7ba01609b396cee11517889597a96c3f823ecd68188f909a0d262,2020-2024,EST
0d72948c6b2099aba323eefe0640ef190fbbbfc1aaa77d3722d9dbe5bf875970,SME,0,85b13010f6372e1c578b2881db4bc3107efa7c71e45fe3935f5c1231b3942939,2015-2019,EST
9e6f719767f3d1ccee7a6a5c3eeb820c1cfdb9f588eecb80eedebdda0e6dca74,SME,0,5b1cc1125b144e867758f446b559e5516cace5117465dc17e39709c1852e2d8b,2020-2024,RUS
5ea33b1021349c59ca738d2683cb7b744387a6ca0465de560aa0cfbe622f15b7,SME,0,25cebc2a8a61c60f25a67d3cacc4708d0d36193b74925e4a29e08b10be132cb7,2010-2014,EST
586dc76b478d1222adf6cbc52689c550081088c2fc3b339d1bd797055ae4f2b1,SME,1,,1990-1994,EST
84ab1340d61b517bac178c35c889ab3694799b489365d66e29b7bc68cd7f9860,SME,0,3f877cefaee2b177488689870b564be6928e3f00e6e3fcae7bca385b743876eb,2015-2019,EST
0242db9ceae4b20cfa04f73d8c44ef47553b687de2a1c163f94ff7277826590d,SME,1,,1995-1999,EST
c980e15724fe2d126b4352f2b9368bfc2e384676389635828e6b292b31f11998,SME,0,09f71124a9779f62a49ea57eb45514eb4fcb4d4964bdd72e04dfe958ec7fd04f,2005-2009,RUS
65210331373abdf7c1653f708447b958b4f380e0c4c206cbbb6e54e21d91204d,SME,1,38517ed4ab6d2e7778b754adcb3b79a28006901b4bf528b8f94152875946cbd0,1995-1999,EST
088787606d415ac7d8fbc8d58389c85c27c940556da10555579ac3e73e0d0da1,SME,1,,2000-2004,EST
a72e4bc4eaae238c4fcd118d680cf4f8636fd0f75d366607595b5f8b835268c8,SME,1,,1995-1999,EST
30232068e0608a219363d929da707a236485f2d29f7444b5c6395f8f33a4248e,SME,0,f5e626bdd7acd365346c21c4a260fb84a3522fca97d0576d0801d4d670fb981d,2000-2004,EST
80cd56408e5d325d43a620111bc528a51207cf4393808fb0d3d85809008a0e3e,SME,0,2a52342cb790e996f555fb47e722dde31871940fdc7b496a5ebfc3810548e34b,2010-2014,EST
e3708b89865ff41794a5c2e9fb6998ea3abaeede1135b622029b2bac7338dae5,SME,1,,2015-2019,EST
4f4585a03ba7aa9dc5a6b2df42d92b81f3939e6d4b8c994f43833527f4b8ae7a,SME,1,,2005-2009,RUS
b4a43528854f494623bd3f7147dc1068d09312f0b5eac0995607cd9b01f85549,SME,0,9633661a6850e8adaaefd1d8062b70e1e21f86dda34a8f81e1b74794da4a5bfd,1995-1999,EST
dcc35831fe2532c4295166516af5a4544caf035dd99a17e60442013fcbb5ad20,SME,1,,2010-2014,EST
e13a12c6ae747fdfb1b71702c4d83da5a16c936226f04afcc853b0a28674f5cd,SME,0,8e32efcc644a14c3fccd66b145bcf2551fad8039183bfa7bc6c9f683ac2a9e46,1995-1999,RUS
fdf1e147137ddc241b5d8323a409dad879ac61e038ad47512a119d06f49edb08,SME,1,,2000-2004,EST
a7bcef4130c1888957ff252784456105fed4464ed10d2124b56b3166614e8b75,SME,1,,2015-2019,EST
4d201b4b8fd6e62fb2cdf634d28d8ddb0e6fbb6967da57b0d0a334e29487f6f7,SME,1,,2020-2024,EST
d6b3c078117d8cd0b2ddd843f102b7e72219b29735a36f5d73edd942ce10b5f8,SME,1,,2010-2014,EST
cc39100cfdb08e63a84fa4ffce2b5c00ace576cff74c1f92e0fd81ce270622c8,SME,0,712676366b9c0e8423ac400e74183b4bc6101b8b119d0f5fc8541bf4543393bc,2010-2014,EST
b21aeb7f170505a9b74aa085072c96523c64ed13990ef28844abf9e1fdacfee7,SME,1,,2020-2024,EST
048c3cddeb564d245057189404c5bbe797bab09b33272814a1b06444cc066ad5,SME,0,fcb598f6e888afce4d1dab51d191cc77edaa96ad6341a792ec410311dfd47f77,2000-2004,EST
bd747859de728f2aa2e13342e2b4214c19a3f6fd1784ed6b7d3a679e7727504a,SME,1,,2015-2019,EST
67c5bc39014c8c56c160deaca26265fd317cda94e691edef3b98b62f16433c15,SME,1,,2010-2014,EST
0bdf7bb7223572c68795e35bd8721d8170c02eb9ea60b00e239a23f1f62a4abb,SME,1,,2000-2004,EST
fd1d21cb892fc5085c20a87767e5910e2b0b196802c4a855d78897d787d15d67,SME,1,,2000-2004,RUS
69a51ca404c5752167db277fbfae0877687f793dc9cecbf00e0904116207aa13,SME,1,,1995-1999,EST
ce2632cda515d3e9f8e68edaa913e7d0bea44552ab5bf2a31260534db4ba4c5b,SME,1,975a8b9b183fb4924de31eedb2f95ac3864b76edbdcaa5d9b7bcb75d05aa4d67,1970-1974,EST
5c6d668a866c416034a2267fd3670995512e1ea117974559801a59ad45faf554,SME,0,13594d87cedfd1674263941dcaccf028e277730797b1078993c73fe0d919d11a,2005-2009,EST
89dd9ebd66139f0a761446c929b157bf8bb3378c85e75d2cd8b9dd5eaa26e547,SME,0,,2015-2019,EST
d08f731b65c43a64139ed4403934d25d1040fde34b6992272b3cd63ac57f60dc,SME,1,,2015-2019,RUS
28e9fb07e4a7c42d57d0c3d06f2a996abffe0ef71290da0c99267a0112ebd23e,SME,1,,2010-2014,EST
591da3c0ab2cca469c55d49553112ad951984d02947b1df9d048f4b8aa637ae5,SME,0,b44194cf0f696a98ecfacb6086b6038c6623452a349b6b9474051bfa21a73d51,2020-2024,EST
c0bfe7c5b6ad8810dc086f663c8f29d8f98c92a89665651f3580d2961b6c17af,SME,1,,2015-2019,EST
